InputID,TargetID,Distance
"665839376","665846971",4359.9511198879
"665839376","665853478",3721.89105640076
"665839376","665861522",4006.44865443845
"665839376","665864526",3941.57834284094
"665839376","665872489",2440.75663259389
"665839376","665891423",1863.10924452225
"665839376","666224047",2141.5294761576
"665839376","666225886",2296.94031774228
"665839376","666228105",2119.60685634653
"665839376","668649654",4888.45692462684
"665839376","668651266",5238.72992353792
"665839376","668653996",3895.93451300275
"665839376","668654486",3932.25233128656
"665839376","668655640",4046.60579229661
"665839376","668657772",3762.94966851098
"665839376","668657811",3958.40934149487
"665839376","668657978",3770.90355324873
"665839376","668658099",3754.42656708513
"665839376","668658204",3758.97057876104
"665839376","668659157",3722.68945125975
"665839376","668659274",3942.29199209207
"665839376","668659799",3735.62017239963
"665839376","668660117",5646.94167981376
"665839376","668660251",3708.98456650267
"665839376","668660589",3634.00504146928
"665839376","668661148",3653.11052422684
"665839376","668661151",3642.72734689878
"665839376","668661313",3620.70068194113
"665839376","668661553",3747.89627803091
"665839376","668661556",3659.68149934501
"665839376","668661558",3644.71420416972
"665839376","668661561",3639.50690271583
"665839376","668661564",3618.20444644886
"665839376","668661875",6655.65100381193
"665839376","668662545",3584.38148631277
"665839376","668662724",3584.04090830272
"665839376","668664757",3548.38097941238
"665839376","668666179",4710.33497606349
"665839376","668666685",4164.81576704672
"665839376","668667105",4169.06841952753
"665839376","668668116",4293.35924862409
"665839376","668668533",4237.1146341179
"665839376","668668762",3617.53397073762
"665839376","668668770",3621.33814416838
"665839376","668669888",3622.75708237892
"665839376","668670221",3621.20434164727
"665839376","668670692",3626.96027750246
"665839376","668671043",3638.94195877697
"665839376","668671224",3632.51732665447
"665839376","668671271",3626.01883341947
"665839376","668671788",3623.20188138641
"665839376","668672185",3617.59217817864
"665839376","668672248",3615.40645966785
"665839376","668672283",3607.5033443794
"665839376","668672325",3617.83372403615
"665839376","668672923",3600.17489379147
"665839376","668673356",3616.21772012485
"665839376","668673366",3608.16343119149
"665839376","668677076",4074.77048264716
"665839376","668680081",4157.23852829716
"665839376","668680857",4662.50634508562
"665839376","668680953",4673.98328800411
"665839376","668681074",4364.61503640593
"665839376","668681676",4682.38410121424
"665839376","668681797",4672.30591035261
"665839376","668681805",4720.80780649165
"665839376","668681811",4660.20357552622
"665839376","668681996",4680.76320019431
"665839376","668682907",4750.49322774195
"665839376","668683412",4781.57756635061
"665839376","668684381",4444.18814685391
"665839376","668684416",4449.36845828935
"665839376","668684988",4817.18372418134
"665839376","668685062",4341.59197036701
"665839376","668685732",4253.74050398131
"665839376","668686364",4827.11714727101
"665839376","669391651",7440.12410426624
"665839376","669393106",6096.71326852395
"665839376","669396691",6205.10940331782
"665839376","669401604",3934.31681249254
"665839376","669402138",4565.40686314696
"665839376","669403097",4539.79218771164
"665839376","669405129",5060.64557569863
"665839376","669405983",3275.67481070997
"665839376","669406697",3275.65611111242
"665839376","669408189",6476.14117888206
"665839376","669409264",6620.68779549255
"665839376","669409313",3833.48595052788
"665839376","669409316",3276.60602637424
"665839376","669410736",3680.38464884011
"665839376","669410941",5472.49343596681
"665839376","669411483",3681.89236794364
"665839376","669412885",5037.45436744259
"665839376","669413800",6930.5466678041
"665839376","669416968",7110.08601355353
"665839376","669417544",5260.74146545776
"665839376","669417764",7142.758070645
"665839376","669417862",7145.59546776874
"665839376","669418090",7150.7144818394
"665839376","669419108",5388.66586190464
"665839376","669419169",7337.03914689619
"665839376","669421052",3796.15357205804
"665839376","669422661",3775.63047655248
"665839376","669425345",5472.34177167068
"665839376","669426364",5451.06321465031
"665839376","669427783",5479.91135758363
"665839376","669428598",7360.11863259953
"665839376","669428949",7358.57297862418
"665839376","669429379",5614.17987370127
"665839376","669430671",2756.85506533503
"665839376","669430740",2758.53474850036
"665839376","669433222",3327.59265934811
"665839376","669434391",2852.04593388683
"665839376","669684338",4961.24442439236
"665839376","669685435",4969.27901372674
"665839376","669686294",4973.45661999311
