InputID,TargetID,Distance
"674109976","674109979",111.397633586168
"674109976","674109986",628.666563915217
"674109976","674110341",1465.20722680026
"674109976","674110354",1396.92425672869
"674109976","674112234",10535.4006953617
"674109976","674112237",10565.4652878114
"674109976","674112239",10492.7621146114
"674109976","674112242",10441.5212586276
"674109976","674116358",1598.20843624544
"674109976","674116361",1611.67744013246
"674109976","674118342",10196.9409450012
"674109976","674118360",10218.4782521908
"674109976","674121742",4149.30608093757
"674109976","674121795",3994.97109860764
"674109976","674121811",4135.93719097091
"674109976","674121814",4149.65237524303
"674109976","674122862",9151.83967314656
"674109976","674273027",9806.36948104291
"674109976","674273030",9698.81765560089
"674109976","674273033",9628.25875584121
"674109976","674273034",9571.18594909838
"674109976","674273040",9816.83987719026
"674109976","674273046",10131.2632326348
"674109976","674344715",2650.9329839963
"674109976","674344736",2828.51453376137
"674109976","674344768",2650.89760348079
"674109976","674344786",2622.8953665311
"674109976","674344794",2622.29908616541
"674109976","674344808",2596.93558516205
"674109976","674344819",2619.33754924597
"674109976","674344825",2615.12433703645
"674109976","674377138",2141.76534549913
"674109976","674377163",2149.9493241135
"674109976","674377196",2176.06342973239
"674109976","674377270",2186.80548653212
"674109976","674385869",1283.78757988935
"674109976","674385877",1116.93849712684
"674109976","674397137",10388.0433967071
"674109976","674397155",10407.9657612727
"674109976","674414717",8947.2300322412
"674109976","674650415",3527.75139158828
"674109976","674650430",3086.37909735392
"674109976","674650442",2296.77371768949
"674109976","674710262",1069.88264046954
"674109976","674729509",9444.53630333603
"674109976","674729519",9770.92582433221
"674109976","674748691",9301.67058284464
"674109976","674748700",9480.75162690142
"674109976","674767509",3408.85086402082
"674109976","674778888",1683.51711525961
"674109976","674778894",1682.91275926172
"674109976","674778909",1499.29052938376
"674109976","674979301",10526.2910468058
"674109976","675142178",1674.66772411096
"674109976","675162789",9936.98597199692
"674109976","675162795",9954.00093415314
"674109976","675162810",10131.7680595679
"674109976","675162839",10497.8796836569
"674109976","675162864",10713.191820865
"674109976","675162870",10712.8158224688
"674109976","675162875",10709.8716069793
"674109976","675162911",10692.0843474601
"674109976","675271299",9436.12739309786
"674109976","675614583",10073.5008049575
"674109976","675614587",10097.7943581371
"674109976","675614590",9698.32053922437
"674109976","675614597",10271.602397556
"674109976","675614608",10397.2373678455
"674109976","675614624",10251.879047421
"674109976","675639533",3204.20613765989
"674109976","675639546",3212.1647002558
"674109976","675639853",9605.11993527378
"674109976","681120726",9232.82132370262
"674109976","681129418",9242.0365110042
"674109976","681263606",10151.993497825
"674109976","681366886",9722.36637322939
"674109976","681366901",9423.65221936248
"674109976","681366905",9373.60480544053
"674109976","681366912",9405.56008340112
"674109976","681366923",9405.03595249593
"674109976","681366938",9458.40684037448
"674109976","681366953",9514.17058953415
"674109976","681366963",9667.72362063928
"674109976","681366978",9715.82946513185
"674109976","681366999",9419.2958709963
"674109976","681367007",9325.00431575212
"674109976","681451221",10741.8159194547
"674109976","681451227",10947.4718190582
"674109976","681451260",10713.9263031462
"674109976","681451315",11095.4266815842
"674109976","681451346",11179.6708787079
"674109976","681451375",10568.3061170311
"674109976","681451381",10525.6490049006
"674109976","681451382",10540.2763937061
"674109976","681451389",10515.6178287401
"674109976","681451398",10445.2391491258
"674109976","681708110",9935.58207066207
"674109976","681708116",9954.88834365631
"674109976","681708147",10158.2082914902
"674109976","681708148",10159.3285609061
"674109976","681708179",10032.0400936456
"674109976","681708182",9847.19081707671
"674109976","681708194",9827.47534229629
"674109976","681708202",9610.42082070189
"674109976","681708205",9580.87900630478
"674109979","674109976",111.397633586168
"674109979","674109986",517.714545084806
"674109979","674110341",1575.61980115805
"674109979","674110354",1507.75743049118
"674109979","674112234",10580.8489455608
"674109979","674112237",10612.7330893163
"674109979","674112239",10533.4659640289
"674109979","674112242",10480.5138608262
"674109979","674116358",1709.28011743843
"674109979","674116361",1722.77527381019
"674109979","674118342",10208.7845885477
"674109979","674118360",10228.5148173615
"674109979","674121742",4056.64334472728
"674109979","674121795",3906.40587063074
"674109979","674121811",4051.50532619417
"674109979","674121814",4066.10206931451
"674109979","674122862",9167.01389088903
"674109979","674273027",9824.44485612231
"674109979","674273030",9721.65697001077
"674109979","674273033",9651.70066396875
"674109979","674273034",9597.88240389587
"674109979","674273040",9846.67247782815
"674109979","674273046",10160.1961804966
"674109979","674344715",2545.77133969735
"674109979","674344736",2723.44239678333
"674109979","674344768",2555.55705651058
"674109979","674344786",2526.60558344773
"674109979","674344794",2526.25612589332
"674109979","674344808",2500.96934294926
"674109979","674344819",2521.95664235754
"674109979","674344825",2517.21881500894
"674109979","674377138",2252.96688793438
"674109979","674377163",2261.16550579203
"674109979","674377196",2287.23176986111
