InputID,TargetID,Distance
"681451227","681451221",324.726118962063
"681451386","681451382",29.5019005640469
"681451382","681451386",29.5019005640469
"681451381","681451389",46.1351173231846
"681451389","681451381",46.1351173231846
"681451395","681451398",20.6324908904014
"681451398","681451395",20.6324908904014
"681451221","675162961",175.076810497214
"675162839","681451395",52.4227059349167
"681451375","675162839",82.5297934679059
"675162961","675162952",1.10757063748276
"675162952","675162961",1.10757063748276
"675162810","674273046",1.50443823856604
"674273046","675162810",1.50443823856604
"675162802","674273046",7.86351457712889
"681451241","675162911",18.8562089486362
"681451260","681451272",7.46331686880468
"675162911","681451241",18.8562089486362
"675162795","675162789",16.8819830211986
"681451272","681451260",7.46331686880468
"675162789","675162795",16.8819830211986
"674273040","675162789",126.73467052353
"675162875","675162870",16.5426033843413
"674273049","674273046",62.9675898053909
"681451275","675162848",27.5836656352439
"675162870","675162864",2.43792201129006
"675162864","675162870",2.43792201129006
"675162848","675162864",12.6614569009199
"681451301","681451275",41.2267517183225
"681451321","681451333",3.77307804186365
"681451315","681451321",72.2871029559048
"681451333","681451321",3.77307804186365
"681451346","681451333",14.4248892717789
"675614597","675614624",142.435866942516
"674273034","674748700",167.535669171435
"675614624","675614597",142.435866942516
"675614608","675614624",172.655569560447
"675614583","675614587",28.2807619977109
"674273029","675614587",6.0789798212271
"675614587","674273029",6.0789798212271
"675271299","674748700",51.6707094364235
"674748700","675271299",51.6707094364235
"674273033","674273031",40.4472558008427
"674273030","675614590",1.1075715270478
"675614590","674273030",1.1075715270478
"674273031","675639853",37.9815028416845
"675639853","674273031",37.9815028416845
"674273026","674273031",46.2400417341958
"674748691","674396496",198.188289879761
"674414717","674414692",157.474600300097
"674414692","674414707",33.1361146335704
"674396496","646367778",24.7911816274116
"674273027","674729519",234.456471799459
"674414707","674414692",33.1361146335704
"681708116","681708110",23.6149376120738
"681708136","681708144",28.6987357756923
"681708144","681708136",28.6987357756923
"681708110","681708116",23.6149376120738
"674729519","681708110",169.931545988871
"674729509","681366999",30.0874030359
"681366999","674729509",30.0874030359
"681129418","681120717",7.54574356416069
"681367007","681129418",86.5407050625406
"681120726","681120721",2.43788396590785
"681120721","681120726",2.43788396590785
"681120717","681120721",2.3178346865024
"674122862","681263600",73.3005399897988
"681263600","681120721",19.4846664387487
"674118342","681263606",48.0331283435629
"681708194","646404031",6.87389318437688
"681263606","681708147",20.4372155277578
"681708147","681708148",3.00873239862464
"681708148","681708147",3.00873239862464
"681367027","646404031",166.587463636482
"674118360","681708148",141.42728738904
"681708182","681708199",135.293324705054
"681708179","681708168",161.588063642827
"681366905","681366912",50.379135933362
"681366963","681708202",58.1960002736178
"681708202","681708205",30.1972315122629
"681366943","681366938",14.2478212111549
"681366912","681366923",4.43029195222472
"681708205","681708202",30.1972315122629
"681366953","681366943",46.4622828976942
"681366938","681366943",14.2478212111549
"681366923","681366912",4.43029195222472
"681708199","681366886",68.2162143693594
"681366886","681366963",64.4093262368501
"681708168","681708179",161.588063642827
"681366995","681366901",60.7549763674517
"681366978","646408338",29.1376560897116
"681366901","681366995",60.7549763674517
"646367778","674396496",24.7911816274116
"646408338","681366978",29.1376560897116
"646404031","681708194",6.87389318437688
"674112237","674112234",192.565884773108
"674112234","674112237",192.565884773108
"674979301","674112239",168.474244449396
"674112239","674979301",168.474244449396
"674112242","674112239",180.088303908273
"674397155","674397160",49.1862048897453
"674397160","674397155",49.1862048897453
"674397137","674397160",184.871575443474
"674379763","674110363",392.68587532854
"674109976","674109979",110.707881271625
"674109979","674109976",110.707881271625
"675170418","675142178",1060.48818836989
"674109986","674385880",351.196217698345
"674385880","674385877",142.881060192763
"674385877","674385880",142.881060192763
"674385869","674385877",166.042771827445
"674778894","674778888",15.7648287113166
"674778888","674778894",15.7648287113166
"674778909","674385869",307.297153149968
"675142178","674778894",584.340982288032
"675639546","675639533",20.2571647064267
"675639533","675639546",20.2571647064267
"674650438","674650442",16.031592318711
"674650442","674650438",16.031592318711
"674650430","674650415",515.080974842253
"674344808","674344794",25.8018696108031
"674344778","674344768",5.90011067529164
"674344794","674344786",12.0002782434762
"674344768","674344778",5.90011067529164
"674344786","674344794",12.0002782434762
"674344812","674344786",17.5136482210044
"674344819","674344825",25.8957432348205
"674344825","674344819",25.8957432348205
"674344707","647493909",138.540813504398
"674344715","647493909",10.4252912728887
"674650415","674121716",478.509418805006
"674344722","674344728",51.995533672612
"674344728","674344736",24.857264029683
"674344736","674344728",24.857264029683
"674121814","674121811",50.9276291917379
"674121811","674121814",50.9276291917379
"674121795","674121716",42.2202064069764
"674121716","674121795",42.2202064069764
"674121777","674121742",56.2114984051232
"674121742","674121777",56.2114984051232
"647493909","674344715",10.4252912728887
"674110363","674379763",392.68587532854
"674110341","674110354",83.115951692157
"674110354","674110341",83.115951692157
"674710262","674110354",726.577381428252
"674767527","674767509",297.25086959955
"674767509","674767527",297.25086959955
"675638205","674110363",1461.94683324942
"674377270","674377196",12.8721556935617
"674377196","674377270",12.8721556935617
"674377163","674377138",9.87008752593621
"674377138","674377163",9.87008752593621
"674116361","674116358",14.6271747111735
"674116358","674116361",14.6271747111735
"647526060","674377270",109.611045264191
"647522517","674377138",33.9827625115356
"647524024","674377163",18.1830066364421
